event_id,state,latitude,longitude
5005436,New York,44.0724,-75.8896
4767791,West Virginia,38.31,-80.9764
4767815,West Virginia,37.3927,-81.2833
4767822,New York,43.007,-76.355
4225359,West Virginia,37.8611,-81.759
4225376,West Virginia,37.8602,-81.7522
4767814,Virginia,39.512,-77.1912
4225580,West Virginia,38.1168,-81.3519
4225584,West Virginia,37.7252,-82.0389
5111789,New York,43.7411,-74.1111
5111796,West Virginia,38.1291,-80.4586
5111806,West Virginia,37.8865,-81.2449
4820677,West Virginia,37.976,-81.4071
4310620,West Virginia,37.7476,-82.0349
4766875,West Virginia,38.0582,-81.6609
4766948,Pennsylvania,41.4455,-77.4008
4766905,Pennsylvania,41.4608,-77.3542
4766963,New York,42.905,-74.1389
4310832,West Virginia,38.0778,-81.6676
4311132,West Virginia,37.9224,-81.3574
4225641,Ohio,40.0829,-81.0189
usp000fbyb,Vermont,43.706,-73.249
usp000fbzw,Pennsylvania,40.311,-76.03
usp000fgz1,New York,42.6,-74.12
usp000g1vf,Quebec,45.017,-75.58
usp000gj49,Quebec,45.223,-73.887
4225666,West Virginia,38.0981,-82.0248
4369085,West Virginia,37.848,-81.5219
4369068,West Virginia,37.8779,-82.1735
4369095,West Virginia,37.9399,-81.3525
4808365,New York,43.0254,-74.6929
4808402,West Virginia,38.0587,-81.6518
4808557,West Virginia,37.8771,-81.2298
4808403,Pennsylvania,41.4608,-77.3713
4808435,New York,42.9148,-74.1291
5005438,New York,42.9816,-75.1868
4372715,West Virginia,38.1088,-81.9927
4372719,Virginia,39.5475,-78.9344
4820833,New York,43.0204,-74.7073
4820838,West Virginia,38.0803,-81.6653
4310626,West Virginia,38.0827,-81.36
4219051,West Virginia,37.7502,-82.0936
4310586,West Virginia,38.019,-81.3928
4310594,West Virginia,38.0624,-81.6455
4225329,West Virginia,38.0899,-81.3776
4223445,West Virginia,37.7528,-82.0699
4808572,Virginia,39.2902,-77.7949
5110335,West Virginia,37.8452,-82.1089
4808609,New York,43.0241,-74.6937
4372022,West Virginia,39.7696,-79.802
4372162,West Virginia,37.8768,-81.5817
4808563,New York,43.2451,-74.2158
4372017,West Virginia,38.8248,-80.9404
5005413,West Virginia,38.0391,-81.4448
4225282,West Virginia,38.4764,-80.591
4374374,West Virginia,37.9987,-81.4161
4638493,Pennsylvania,40.4841,-77.8737
usp0000de4,New York,43.894,-74.636
4220886,West Virginia,37.9215,-81.9665
usp0000fdj,New Jersey,40.998,-74.371
5153926,New York,42.6501,-74.2898
5153932,New York,42.9962,-76.3421
5153942,New York,42.9913,-76.0534
5153952,New York,42.9983,-76.0506
5153956,New York,42.5517,-73.8642
5153957,New York,43.6394,-73.8189
4213942,West Virginia,37.5058,-82.1755
4214097,West Virginia,37.7556,-82.0993
4217587,West Virginia,37.2152,-81.6793
4217618,West Virginia,37.8092,-81.8087
4217670,West Virginia,37.3903,-82.2271
5005387,West Virginia,38.1141,-82.0543
5005422,West Virginia,38.1165,-82.0371
5153976,New York,43.1047,-73.8586
5153914,Pennsylvania,40.6732,-76.2443
4223529,West Virginia,37.649,-81.9099
4223604,West Virginia,37.956,-81.3413
4369409,Pennsylvania,40.1968,-80.9572
5006120,West Virginia,37.7423,-82.02
5006257,Pennsylvania,40.8153,-76.2636
4369411,West Virginia,37.8678,-82.1678
5110401,West Virginia,38.1164,-81.4357
4225328,West Virginia,37.8425,-81.8598
5005443,West Virginia,38.1951,-81.8214
4369755,West Virginia,38.0576,-81.6913
4225541,West Virginia,37.7408,-82.0585
5111671,West Virginia,37.3126,-82.2593
4808639,West Virginia,37.7388,-82.0212
4369904,West Virginia,38.0742,-81.6732
4369940,Pennsylvania,41.466,-77.3652
4219262,West Virginia,38.062,-81.6877
4221124,West Virginia,37.9142,-81.6356
4223352,West Virginia,37.7638,-82.0907
4372604,New York,42.9685,-75.1439
usp000gkjn,Pennsylvania,40.078,-76.963
usp000gkjr,Pennsylvania,40.092,-76.974
usp000gkjt,Pennsylvania,40.1,-77.009
usp000gkmj,Pennsylvania,40.09,-76.984
usp000gkvt,Pennsylvania,40.068,-76.962
usp000grke,Pennsylvania,40.114,-76.403
4371859,West Virginia,38.467,-80.5489
4371870,West Virginia,37.9097,-81.3554
4374069,Pennsylvania,41.4341,-77.3931
4225606,West Virginia,37.892,-81.5745
5110237,West Virginia,37.3032,-82.0687
4371964,West Virginia,38.0504,-81.3716
4310976,West Virginia,37.8643,-81.8862
4372002,Pennsylvania,40.6085,-79.0926
4374119,West Virginia,37.1885,-81.5805
4374129,Pennsylvania,41.4594,-77.36
4374247,Pennsylvania,41.4546,-77.3646
4374309,Pennsylvania,41.4676,-77.3785
4488505,West Virginia,38.0838,-81.4127
4488541,New York,43.3595,-73.5804
4488662,New York,44.2762,-73.6392
4488687,West Virginia,38.0122,-81.4459
4488738,New York,42.9158,-74.1278
4488114,Pennsylvania,41.1043,-78.3813
4488035,New York,42.5149,-73.86
4488124,West Virginia,38.0716,-81.6919
4488145,Pennsylvania,41.463,-77.3595
4488162,West Virginia,37.8452,-81.7205
4488164,West Virginia,38.0254,-81.4719
4599569,Pennsylvania,40.8008,-78.4617
4638571,New York,42.4962,-73.8838
4766991,New York,42.6456,-74.3447
5006274,Pennsylvania,41.4714,-77.3644
5006278,New York,43.0173,-75.7126
5005324,Pennsylvania,40.164,-80.9552
5007444,Virginia,39.5852,-78.9009
5111753,West Virginia,38.0612,-81.489
5111760,Pennsylvania,41.4487,-77.4066
5007460,West Virginia,38.1437,-81.8925
5007485,New York,44.0969,-75.4061
5007505,Pennsylvania,41.4655,-77.3796
usp000j2aw,Pennsylvania,40.083,-74.989
5115012,West Virginia,38.1187,-80.428
4374268,West Virginia,38.1389,-80.4718
5153902,New York,42.4957,-73.8537
5153906,New York,43.4364,-73.4907
5153913,Pennsylvania,41.4543,-77.3744
5153974,New York,43.7858,-76.1696
5153980,New York,42.5196,-73.8821
5153986,New York,42.9547,-75.4589
5006215,New York,42.928,-74.1086
5006235,West Virginia,38.0949,-81.6421
5114994,Pennsylvania,41.4637,-77.3686
4374434,West Virginia,37.4576,-82.0371
4488688,West Virginia,37.6113,-82.3794
4638575,West Virginia,37.3509,-81.4627
4815766,West Virginia,37.7561,-82.0194
4487956,West Virginia,37.6582,-81.2424
5007577,West Virginia,37.7332,-82.0084
5007603,New Jersey,40.3929,-74.6308
5007620,New York,42.9844,-75.188
5110277,West Virginia,38.0329,-81.3248
5110281,Pennsylvania,40.7638,-76.4982
5110287,West Virginia,37.5886,-82.43
5110316,West Virginia,37.4554,-82.1528
5110372,West Virginia,38.1156,-81.4099
5110409,West Virginia,37.7267,-82.1294
5109396,West Virginia,38.1171,-81.4132
5111626,Pennsylvania,40.8314,-76.089
5111670,West Virginia,37.7374,-82.0135
5111706,West Virginia,38.1357,-80.4666
5114987,Pennsylvania,40.1931,-80.9943
5114995,West Virginia,37.9653,-81.4602
5114997,West Virginia,37.7725,-81.9547
5115029,West Virginia,37.3933,-81.5924
5153945,New York,42.5158,-73.8543
5153948,New York,44.0689,-75.8733
se101313a,West Virginia,38.7011,-80.8242
4217680,West Virginia,37.4717,-82.0097
5153949,New York,43.4953,-73.4309
5153951,New York,42.1921,-73.8666
5153954,New York,42.9298,-74.9528
5153962,New York,44.4187,-74.1572
5153978,New York,43.3268,-73.5882
4217814,West Virginia,37.4682,-82.1146
4221021,West Virginia,37.6216,-82.3916
4309537,West Virginia,37.7302,-82.0742
4309543,West Virginia,37.9236,-81.6557
4220954,West Virginia,37.5559,-82.4352
4220991,West Virginia,37.2475,-81.5182
4221096,West Virginia,38.2168,-81.8077
4310375,West Virginia,38.4062,-81.028
4223474,West Virginia,37.8674,-81.3724
4223487,West Virginia,38.0627,-81.6846
5109414,West Virginia,37.9616,-81.41
4310601,West Virginia,38.2188,-81.6114
4310623,West Virginia,37.9088,-81.3166
4225583,West Virginia,37.8979,-81.7709
4225603,West Virginia,37.8694,-81.276
4225493,West Virginia,38.1695,-81.7479
4311146,West Virginia,37.7374,-82.0328
4310972,West Virginia,37.7396,-82.1067
4369787,West Virginia,38.113,-80.506
4369847,West Virginia,38.0981,-81.3723
4369855,West Virginia,38.0679,-81.6799
4369856,West Virginia,38.2521,-81.6279
4369857,West Virginia,37.7331,-82.1481
4369439,West Virginia,38.5094,-80.6281
4369471,West Virginia,38.0437,-81.4707
4225598,West Virginia,37.757,-82.1574
4372705,West Virginia,38.5259,-80.6093
4371790,West Virginia,37.891,-81.2697
4371829,West Virginia,37.8402,-81.8709
4638330,West Virginia,37.9061,-81.2951
5109392,West Virginia,37.7569,-81.9751
4369754,West Virginia,37.8373,-81.4864
4369756,West Virginia,37.7392,-82.0388
4371967,Pennsylvania,41.4661,-77.3645
4369216,West Virginia,38.0935,-81.9862
4488561,West Virginia,37.2569,-81.7825
usp000b3vs,Ohio,38.948,-81.889
4808501,West Virginia,38.0083,-80.5439
4820600,West Virginia,37.8952,-81.2603
ld60085446,Quebec,45.1545,-74.2278333
4372212,West Virginia,37.9097,-81.2826
4371840,West Virginia,37.7569,-81.9576
4374313,West Virginia,38.0216,-81.4711
4374375,New York,42.9925,-76.3408
4374417,West Virginia,37.922,-81.3372
4374439,West Virginia,37.9042,-81.2973
4488359,West Virginia,37.9038,-81.3463
4488479,West Virginia,38.0235,-81.3958
4374106,West Virginia,37.8013,-82.1259
4488494,West Virginia,37.8619,-81.8968
4488498,Pennsylvania,40.1702,-80.9682
4487953,West Virginia,38.1262,-81.4212
4599391,New York,42.6477,-74.3006
4599404,Pennsylvania,41.0863,-78.3496
4599550,New York,42.5072,-73.8618
4372636,West Virginia,37.8525,-81.7585
4488081,West Virginia,38.0975,-82.0431
4638439,Pennsylvania,41.4585,-77.3773
4638565,West Virginia,38.0153,-81.4237
5111716,Pennsylvania,40.7492,-76.4988
4638404,West Virginia,38.2522,-81.8621
4638446,West Virginia,37.9122,-81.2877
5006102,New York,43.5921,-75.3404
5006114,West Virginia,37.8711,-81.5694
5006139,Pennsylvania,40.9821,-75.9471
5006155,New York,42.9981,-76.0458
5006168,West Virginia,38.1032,-80.4586
5006174,West Virginia,37.7468,-82.0338
4820759,West Virginia,37.7895,-82.1298
4820768,New York,43.8588,-75.9485
4369954,West Virginia,37.751,-82.1274
4820786,New York,43.6323,-73.803
4213054,West Virginia,37.2243,-82.1368
4225320,West Virginia,37.7428,-82.0329
4213765,West Virginia,37.8023,-82.0164
4213882,West Virginia,37.3493,-82.149
4309448,West Virginia,38.0924,-81.6619
4369224,West Virginia,38.2458,-81.5925
4213931,West Virginia,38.054,-81.6542
5110447,West Virginia,37.7895,-82.1307
4638372,West Virginia,38.1119,-82.0142
4213954,West Virginia,37.8796,-81.6429
4309663,West Virginia,37.2354,-81.744
4808511,West Virginia,38.0648,-81.5097
4221086,West Virginia,37.6606,-82.5596
4310563,West Virginia,38.0884,-81.9769
5111721,Pennsylvania,40.2167,-80.9966
5110434,West Virginia,37.8206,-81.8599
4310577,West Virginia,38.0857,-81.9677
4225380,West Virginia,38.1157,-81.9782
4225419,West Virginia,38.114,-81.9582
4225452,West Virginia,37.8718,-81.8511
4225568,West Virginia,37.9364,-81.378
4225578,West Virginia,38.0504,-81.6596
4214742,West Virginia,38.6722,-82.21
5006224,New York,43.0033,-76.4011
5006225,New York,43.6428,-73.8208
5006233,New York,44.3552,-74.125
5006282,New York,42.5086,-73.8625
4371836,West Virginia,38.2549,-81.5717
4372417,West Virginia,37.7308,-82.0296
4225556,West Virginia,37.7352,-82.0866
5006285,West Virginia,38.0674,-81.4986
5005280,Pennsylvania,40.1698,-80.9656
5006206,Pennsylvania,40.8006,-76.1293
5006216,West Virginia,38.0437,-81.704
5005327,West Virginia,38.1203,-80.4495
5005357,New York,43.9561,-75.8359
4225596,West Virginia,38.3849,-81.0012
4212946,West Virginia,37.8912,-81.4724
4213028,West Virginia,37.7287,-82.0419
5109397,New York,42.4774,-73.8921
4223362,West Virginia,38.0538,-81.666
4223424,West Virginia,37.9164,-81.3583
4223466,West Virginia,38.0858,-81.3926
4225593,West Virginia,38.2771,-81.5998
4767824,West Virginia,38.4988,-80.5656
4310390,West Virginia,37.8174,-81.7797
4225401,West Virginia,37.8322,-81.4802
4225404,West Virginia,38.121,-81.965
4371751,Pennsylvania,41.1103,-78.3348
4371758,West Virginia,38.1188,-82.039
4813102,West Virginia,37.7511,-82.0461
4369790,West Virginia,39.7725,-79.7833
4369806,West Virginia,37.4134,-82.0147
4369854,West Virginia,38.0008,-81.4432
4820664,Pennsylvania,40.1796,-80.9342
4815794,Pennsylvania,40.2494,-75.7027
4820698,Pennsylvania,41.4693,-77.3721
4820762,West Virginia,38.0369,-81.495
4369869,West Virginia,38.7096,-80.8265
4369870,West Virginia,38.7099,-80.8314
4372702,West Virginia,38.8285,-80.9408
4369143,West Virginia,37.8447,-81.5673
4369182,Pennsylvania,40.2116,-80.9583
4369198,West Virginia,39.7695,-79.7921
4488497,Pennsylvania,40.6383,-78.1414
4369228,Pennsylvania,40.163,-80.9441
4310450,West Virginia,37.744,-82.0377
4212956,West Virginia,37.666,-82.1755
4212962,West Virginia,37.8134,-82.3088
4374388,West Virginia,37.8255,-82.1351
4371817,West Virginia,38.1152,-81.9661
4813095,West Virginia,37.8952,-81.5934
4372183,West Virginia,38.0021,-81.4393
4223478,West Virginia,37.7111,-82.0313
5109345,New York,42.5081,-73.8546
4488236,West Virginia,38.0733,-82.0011
4310987,West Virginia,37.7425,-82.0543
4311050,West Virginia,38.0226,-81.678
4311051,West Virginia,39.6929,-80.0512
4374373,New York,43.7442,-75.4441
4374430,Pennsylvania,41.478,-77.3833
4374469,Quebec,45.0867,-73.0972
4488341,Pennsylvania,41.4644,-77.3847
4488376,Pennsylvania,41.4537,-77.4048
5005482,West Virginia,37.4298,-82.0892
5006103,West Virginia,37.8787,-81.3867
5006110,New York,43.2765,-75.1154
5006124,New York,42.5148,-73.8408
4488387,Pennsylvania,41.4538,-77.4098
4310533,West Virginia,38.0409,-81.665
4488446,West Virginia,38.1574,-81.9813
4487924,West Virginia,37.411,-81.9797
4487928,West Virginia,38.1241,-81.9924
4212916,West Virginia,38.0963,-82.0283
4488017,West Virginia,37.7564,-82.1644
4488101,West Virginia,38.0918,-81.6627
4488110,Pennsylvania,41.457,-77.3775
4488020,Ohio,41.1279,-80.7118
4767725,West Virginia,38.4719,-80.5791
5005435,West Virginia,37.7866,-82.1184
5005264,Pennsylvania,40.5528,-76.8171
4599573,West Virginia,37.896,-81.2386
4599597,New York,43.7436,-74.0969
4638291,West Virginia,37.6543,-82.1294
5005460,West Virginia,37.8409,-82.1647
5005511,West Virginia,38.0871,-81.3597
4767864,West Virginia,37.7232,-82.0522
4638419,West Virginia,38.035,-81.6997
4638457,West Virginia,37.8008,-82.1275
4766637,Pennsylvania,40.6871,-78.4596
usp0006k6r,New York,43.744,-74.135
usp0006u2q,Pennsylvania,40.1,-76.4
4767720,Pennsylvania,41.4683,-77.3619
5110272,Pennsylvania,40.3976,-78.5318
4808423,New York,42.6489,-74.308
4808442,Pennsylvania,40.1875,-80.952
4808497,New York,43.64,-73.8222
4812995,West Virginia,37.7607,-81.9598
4808371,West Virginia,37.7211,-82.149
4808548,Virginia,39.8461,-77.0324
4217660,West Virginia,37.9997,-81.3764
4217664,West Virginia,38.1148,-81.6248
4213863,West Virginia,37.7036,-82.3898
4217585,West Virginia,37.463,-82.0132
5110288,West Virginia,38.0388,-81.6697
4217716,West Virginia,37.8499,-81.8245
4217749,West Virginia,38.0198,-81.44
5007549,West Virginia,37.8368,-81.7305
5007630,West Virginia,38.0986,-81.3731
5110285,West Virginia,37.7381,-82.0217
4223600,West Virginia,37.9549,-81.6244
4217744,West Virginia,37.7358,-82.1539
5110428,West Virginia,37.9946,-81.4222
5007490,Virginia,39.5417,-77.0557
5109405,New York,42.5135,-73.8611
4223610,West Virginia,38.0483,-81.4376
5111657,West Virginia,38.0681,-81.6772
5111658,West Virginia,38.1028,-81.4241
5111668,Pennsylvania,40.2407,-80.9564
5109408,West Virginia,37.8879,-81.6877
4309630,West Virginia,38.0487,-81.7178
4223441,West Virginia,37.9447,-81.578
4221066,West Virginia,37.7717,-82.0659
4225463,West Virginia,37.7331,-82.0091
4225491,West Virginia,37.4923,-82.1043
4369292,West Virginia,37.8425,-82.1422
4225279,West Virginia,38.0069,-81.3841
4310812,West Virginia,37.0077,-81.8689
4372034,West Virginia,38.1113,-81.9647
4372092,West Virginia,38.123,-81.9647
4372099,West Virginia,38.1393,-82.031
4372246,Quebec,45.1616,-73.6467
4374001,Pennsylvania,41.4673,-77.3723
4374049,West Virginia,38.0032,-81.436
5007535,New York,42.9118,-74.1227
5007604,New York,42.5469,-73.9086
5110310,West Virginia,39.8138,-79.9439
5110374,West Virginia,38.1035,-80.4839
5007500,Maryland,39.4712,-76.6641
4310359,West Virginia,37.8558,-82.2163
4815732,New York,44.2961,-73.5916
4815741,New York,44.7557,-74.464
4766809,Pennsylvania,41.4564,-77.3768
4225475,West Virginia,37.8273,-81.5443
4221062,West Virginia,37.7129,-82.108
4766797,West Virginia,37.9696,-81.4129
4766974,West Virginia,38.2922,-80.911
4766995,West Virginia,38.1398,-80.4698
5110437,Pennsylvania,41.4383,-77.3351
4217737,West Virginia,37.7009,-82.0801
4217766,West Virginia,37.7846,-82.166
5005246,West Virginia,38.1791,-81.8578
4767000,West Virginia,37.7417,-82.1348
4310973,West Virginia,38.1324,-82.0824
5005274,West Virginia,38.0589,-82.036
4225318,West Virginia,37.7414,-82.1113
4369765,West Virginia,37.8199,-82.1703
4815711,West Virginia,39.7141,-79.7219
4488756,Pennsylvania,41.4688,-77.3924
5111711,West Virginia,38.0948,-80.4497
4487885,West Virginia,38.0057,-81.4053
5113586,New York,42.511,-73.8576
5114929,West Virginia,38.0166,-81.4029
5114956,New York,42.5073,-73.8577
5115008,Pennsylvania,40.2153,-80.9707
5115017,New York,43.7356,-74.1273
4223612,West Virginia,37.23,-81.7388
5110303,West Virginia,38.076,-82.1266
5005207,West Virginia,37.9088,-81.5952
5005304,West Virginia,38.463,-80.646
5005382,West Virginia,37.8311,-81.8408
5007613,West Virginia,37.4294,-82.0334
5110236,West Virginia,37.8438,-82.1526
4310459,West Virginia,37.7924,-81.7145
4310425,West Virginia,38.0574,-81.6646
4310462,West Virginia,37.6187,-81.905
4310484,West Virginia,37.7519,-82.0573
4220875,West Virginia,38.1978,-81.5646
5115025,West Virginia,38.0978,-81.4266
5115027,Pennsylvania,40.2048,-80.9747
5111745,New York,43.0089,-76.361
4225667,West Virginia,37.2673,-81.6352
4310917,West Virginia,37.8807,-81.2604
4217715,West Virginia,38.0796,-81.6393
4225290,West Virginia,37.8504,-81.5872
4225507,West Virginia,37.7852,-81.9417
4369890,West Virginia,38.0244,-81.49
4309470,West Virginia,37.8162,-81.6237
4310427,West Virginia,37.876,-81.624
4310466,West Virginia,38.0741,-81.727
4225336,West Virginia,37.912,-81.5136
4225338,Pennsylvania,41.1175,-79.5654
4311065,West Virginia,38.0797,-81.6634
4311089,West Virginia,38.0233,-81.66
4369419,West Virginia,37.6086,-82.4114
4369438,Pennsylvania,40.1829,-80.9413
4369457,Pennsylvania,40.1786,-80.9431
4369479,West Virginia,37.8324,-81.5043
4369483,West Virginia,38.2182,-81.5819
4372004,Pennsylvania,40.3781,-78.7908
4310430,West Virginia,38.2494,-81.5977
4371834,Pennsylvania,40.1602,-80.9065
4310435,West Virginia,37.9671,-81.3412
4310471,West Virginia,37.7556,-82.1028
4310480,West Virginia,38.1142,-81.3838
4369607,Pennsylvania,41.4814,-77.3784
usp0008amt,Pennsylvania,40.146,-76.252
usp0008r6w,New York,44.735,-73.677
4225453,West Virginia,37.7411,-82.022
4225489,West Virginia,38.0586,-81.6523
4638417,Pennsylvania,41.4503,-77.3841
4369621,West Virginia,37.8608,-82.1334
4371997,West Virginia,37.755,-82.0317
4820752,West Virginia,39.8388,-79.9471
4820739,New York,44.7762,-74.9811
4310495,West Virginia,37.7738,-81.8155
4488046,West Virginia,37.7228,-82.0167
5110243,Virginia,39.5174,-78.9894
5110248,Maryland,39.7183,-76.1489
5110256,Pennsylvania,40.1755,-80.9634
4488383,New York,42.9852,-75.2045
4488447,Pennsylvania,40.8624,-78.2374
4374135,West Virginia,37.9047,-81.2899
4225635,West Virginia,37.7432,-82.0227
4225715,West Virginia,38.3799,-81.0155
4310865,West Virginia,37.8296,-81.8421
4310866,West Virginia,37.7347,-82.0135
4371895,Pennsylvania,40.875,-78.2142
4371955,Pennsylvania,40.8814,-78.2233
4813105,New York,44.7496,-74.4683
4813107,New York,42.5143,-73.8595
4808368,New York,42.511,-73.87
4372091,West Virginia,37.3503,-81.4477
4766909,West Virginia,38.0544,-81.9608
4813001,Pennsylvania,41.4555,-77.4061
4767694,Pennsylvania,41.4664,-77.3684
4767884,West Virginia,37.3443,-81.9282
4220925,West Virginia,38.0693,-81.667
4488183,West Virginia,37.4337,-82.4311
4225611,West Virginia,37.9074,-81.3235
4374215,West Virginia,37.1989,-81.5668
4638551,West Virginia,37.2173,-81.4604
4370044,Pennsylvania,40.8659,-78.2382
5109364,Pennsylvania,40.7689,-76.317
5109371,West Virginia,37.7199,-81.9274
5109379,Pennsylvania,40.6989,-76.2611
5111777,West Virginia,37.7862,-82.0448
5114925,West Virginia,38.0812,-81.7047
4370045,West Virginia,38.254,-81.5844
4372543,West Virginia,37.4271,-82.0583
4372575,West Virginia,37.7642,-81.7617
4372591,West Virginia,38.2553,-81.5807
4372706,West Virginia,37.8444,-81.8971
4488681,Virginia,39.5807,-78.8735
usp0001jf6,Pennsylvania,40.21,-79.05
usp0002ka4,New York,43.42,-73.541
5114950,Pennsylvania,40.7284,-76.1233
5114974,Pennsylvania,40.8039,-76.2548
5153924,New York,42.9133,-74.0898
4820731,West Virginia,38.1416,-80.4541
4820734,West Virginia,37.791,-82.0961
4371816,West Virginia,37.4989,-82.133
4371820,West Virginia,37.5982,-82.3929
4488184,West Virginia,38.0379,-81.3647
4767705,Pennsylvania,41.4587,-77.3684
4766696,West Virginia,37.7116,-81.9438
4767825,West Virginia,38.0239,-80.502
4766857,New York,42.511,-73.8862
4813002,West Virginia,38.0149,-80.5232
usp000fkzh,New York,44.323,-74.36
4372287,West Virginia,37.9036,-81.6153
4638504,West Virginia,37.4568,-82.4456
4225509,West Virginia,37.2549,-81.6232
4488558,New York,41.5979,-73.4505
4310959,West Virginia,38.4151,-80.5148
4488118,West Virginia,38.052,-81.695
4638298,West Virginia,37.7748,-82.074
4638385,Pennsylvania,40.8994,-78.2557
4638547,West Virginia,37.8564,-82.1448
5006166,West Virginia,38.0976,-81.9849
4225275,West Virginia,37.8144,-81.5398
4221051,West Virginia,37.8279,-81.7934
4223596,West Virginia,37.6259,-82.5056
4223598,West Virginia,38.4711,-80.5609
4223599,West Virginia,38.049,-81.6833
4766623,West Virginia,37.4369,-82.0287
4311024,West Virginia,37.1923,-81.602
4225281,West Virginia,37.889,-81.5532
4225471,West Virginia,38.2417,-81.5835
4225487,West Virginia,37.6151,-81.9529
4225465,West Virginia,37.7521,-81.8393
4213059,West Virginia,37.6942,-82.1009
4820654,West Virginia,38.0962,-81.3603
5111764,West Virginia,38.0945,-82.0695
4310529,West Virginia,38.0775,-81.6352
4310557,West Virginia,37.8627,-81.5466
4369148,West Virginia,38.0851,-81.9903
4369191,West Virginia,38.1081,-82.0286
5005287,New York,44.2916,-73.5902
5005292,Pennsylvania,41.0783,-78.4162
5111719,Virginia,39.5192,-78.9737
4808636,West Virginia,39.718,-79.7061
4820590,Pennsylvania,40.461,-77.9123
4220889,West Virginia,37.8206,-81.9943
4820705,West Virginia,37.2714,-81.9683
usp000jyg3,New York,44.493,-74.066
ld60032203,Quebec,45.1088,-74.0078
5006159,New York,43.0043,-76.0495
5007511,New York,43.3051,-73.6058
4225610,West Virginia,37.6725,-82.509
5007536,New York,43.0096,-76.3423
5007545,New York,42.5192,-73.8638
5007564,West Virginia,38.0586,-81.6822
5109407,West Virginia,37.8311,-82.0832
5114978,West Virginia,38.1486,-80.4653
4219219,West Virginia,38.0107,-81.2964
5110377,West Virginia,38.0462,-81.3212
5110392,Pennsylvania,40.4204,-78.5926
5110400,West Virginia,37.8975,-81.26
4488459,West Virginia,38.1213,-81.3253
ld60064701,New York,44.7115,-73.873
ld60034308,Ohio,41.0103333,-80.5433333
4219110,West Virginia,37.6858,-82.0634
4310392,West Virginia,38.4767,-80.5862
4310493,West Virginia,37.6629,-82.5712
4310500,West Virginia,37.7911,-81.774
4225403,West Virginia,37.7421,-82.0317
4311103,West Virginia,37.8408,-81.5166
4372640,West Virginia,37.7422,-81.7724
4225293,West Virginia,37.7479,-81.9225
4225339,West Virginia,38.4818,-80.5738
4225342,West Virginia,37.7672,-82.0407
4225372,West Virginia,37.8216,-81.7537
4225374,West Virginia,38.0855,-81.3844
ld60086416,New York,43.6691667,-74.0811667
ld60041403,New York,44.7678333,-74.5895
ld60041708,New York,44.4508333,-74.824
se60004308,Virginia,37.1195,-80.9853333
usp00091qc,New York,42.73,-77.85
usp000cc1v,Pennsylvania,40.251,-75.877
4372686,West Virginia,37.7582,-82.0482
4372641,West Virginia,37.4751,-82.1093
4372699,West Virginia,37.7507,-81.9874
ld60059656,New York,41.007,-73.6993
ld60074201,New Jersey,41.0883333,-74.2823333
4225618,West Virginia,37.9265,-81.2822
4372569,West Virginia,37.474,-82.1245
4488514,New York,43.2812,-75.1449
4488146,West Virginia,37.7376,-82.0274
4369251,West Virginia,38.0254,-81.6674
4369238,West Virginia,37.4129,-81.2464
4369274,West Virginia,38.2045,-81.5873
4766884,Pennsylvania,41.4671,-77.3508
4766899,New York,43.3044,-73.5926
4309511,West Virginia,38.0446,-81.6737
4309582,West Virginia,37.7239,-82.0587
4309515,West Virginia,38.0736,-81.6343
4766951,Pennsylvania,40.1954,-80.9603
usp0000eu9,West Virginia,39.683,-78.17
usp0000t83,New York,41.352,-74.146
usp0000ukh,New Jersey,41.022,-74.335
4310454,West Virginia,37.7425,-82.1238
4309566,West Virginia,37.6988,-81.9889
4220856,West Virginia,37.4488,-82.425
4213045,West Virginia,37.2843,-81.6558
4212970,West Virginia,37.971,-81.4594
4219060,West Virginia,38.0863,-80.4689
4219092,West Virginia,37.727,-82.0337
4219100,West Virginia,38.0615,-81.6272
4310515,Pennsylvania,40.1843,-80.2491
4223668,West Virginia,37.4264,-82.0664
4310323,West Virginia,38.0333,-81.3964
5153928,New York,42.5197,-73.8582
4223363,West Virginia,37.7831,-82.1181
4223372,West Virginia,38.1184,-81.6854
4223451,West Virginia,38.0459,-81.7129
4223454,West Virginia,37.91,-81.3825
4370001,West Virginia,37.4071,-81.9866
4310501,West Virginia,38.1165,-82.0387
4310308,West Virginia,37.9979,-81.4193
5109382,West Virginia,37.3011,-81.8687
5111690,Pennsylvania,40.1761,-80.6025
4310514,West Virginia,37.8504,-81.8018
4310520,West Virginia,37.7152,-82.1013
4310546,West Virginia,37.8028,-81.5647
4371837,West Virginia,38.0176,-81.4644
4310558,West Virginia,38.3303,-81.0611
4369527,West Virginia,37.8793,-81.614
4369592,West Virginia,38.2004,-81.6073
4310497,West Virginia,37.9575,-81.3195
4372435,Pennsylvania,40.2251,-79.3527
4374260,West Virginia,37.6759,-82.1346
4374224,Pennsylvania,40.0941,-79.2731
ld60039203,New York,42.577,-79.0606667
4372523,West Virginia,37.9017,-81.6507
4372687,West Virginia,37.7625,-81.9259
4812988,New York,42.4942,-73.8793
4812996,West Virginia,37.2395,-81.4443
4808545,West Virginia,37.7337,-82.0497
4808549,New York,44.3694,-74.1286
4808630,Pennsylvania,40.1383,-80.9429
4808638,New York,42.5018,-73.8077
4815558,New York,42.9137,-74.1243
4815562,New York,43.108,-73.8629
