api_number,operator,operator_id,well_type,well_name,well_number,order_number,approval_date,month,year,location,Sec,latitude,longitude,psi,barrels_fluid,zone
3503320784.0,S & S PRODUCTION COMPANY,10964,2D,PRIDDY,3,566438.0,2009-03-26,3,2009,COTTON,3,34.4156883,-98.231567,900,600,PRIDDY
3503320812.0,LEMLEY OIL CORP,15568,2R,E. COOPER,4,376825.0,1993-09-29,9,1993,COTTON,4,34.3227564,-98.3528851,700,300,CISCO
3503320842.0,C & R PETROLEUM COMPANY,19737,2R,SUTHERLAND,9,1408880031.0,2014-08-04,8,2014,COTTON,25,34.446518,-98.1929589,0,250,KEYES
3503320849.0,S & S PRODUCTION COMPANY,10964,2R,W.L. CHAMBERS,B3,461073.0,2002-02-25,2,2002,COTTON,2,34.4160147,-98.2205528,250,900,CISCO
3503320850.0,C & R PETROLEUM COMPANY,19737,2R,SUTHERLAND,11,544286.0,2007-09-18,9,2007,COTTON,25,34.446998,-98.1946332,0,223,KEYES
3503320870.0,G & D OIL,18615,2D,WALTERS,60-1,264345.0,1984-08-21,8,1984,COTTON,23,34.362447,-98.3230967,500,500,CISCO
3503320891.0,DEHART COMPANY (THE),11992,2D,DAMRON,1,1409080006.0,2014-08-22,8,2014,COTTON,30,34.4376971,-98.2864865,"1,000",800,CISCO
3503320906.0,BRAHMAN OPERATING LLC,22248,2D,MALLOW,2,1003960054.0,2011-11-23,11,2011,COTTON,34,34.4215469,-98.2397701,500,700,PRIDDY
3503320936.0,DEHART COMPANY (THE),11992,2D,FLANAGAN,8,492333.0,2004-07-19,7,2004,COTTON,30,34.4374077,-98.2882716,500,700,ZIPSIE
3503321002.0,LEMLEY OIL CORP,15568,2D,MATTIE CALLOWAY,19,1204800017.0,2012-06-13,6,2012,COTTON,4,34.3220376,-98.3546749,500,500,CISCO
3503321023.0,DEHART COMPANY (THE),11992,2D,CLO,16-6T,371640.0,1993-02-05,2,1993,COTTON,16,34.2032739,-98.257925,546,100,CACHE CREEK
3503321029.0,LEWIS OIL OPERATIONS LLC,13189,2R,COOPER,1A,381293.0,1994-03-21,3,1994,COTTON,3,34.2448961,-98.3425078,300,500,CISCO
3503321047.0,BRIDWELL OIL COMPANY,272,2D,OKLAHOMA SCHOOL LAND ,E-6,1505860062.0,2015-09-01,9,2015,COTTON,16,34.302016,-98.36471,800,300,CISCO
3503321057.0,LEMLEY OIL CORP,15568,2R,M.E. CALLOWAY,21,439833.0,2000-03-23,3,2000,COTTON,4,34.3213982,-98.3532523,500,500,CISCO
3503321072.0,SJ OK OIL COMPANY,21954,2R,"PHILLIPS ""B""",18,1204010059.0,2012-02-07,2,2012,COTTON,17,34.2986118,-98.3781598,625,"2,500",CISCO
3503321077.0,INMAN JAMES E,19800,2D,JOHN L. RONE,10,474909.0,2003-04-21,4,2003,COTTON,35,34.424649,-98.2124818,800,800,HOXBAR
3503321084.0,ANDERSON RICHARD,21929,2D,WITT WILDA,1,537469.0,2007-04-02,4,2007,COTTON,17,34.2129989,-98.278068,600,100,CISCO
3503321087.0,CLARK OPERATING INC,17923,2D,WALTERS FIELD UNIT,2-B,1104970040.0,2011-09-21,9,2011,COTTON,33,34.4298119,-98.2565759,600,400,PRIDDY
3503321094.0,CLARK OPERATING INC,17923,2R,PRIDDY FLD UNIT,6-B,1302370104.0,2013-03-06,3,2013,COTTON,33,34.4291944,-98.2494444,800,750,PRIDDY
3503321114.0,BRAHMAN OPERATING LLC,22248,2D,MARY PATTERSON,41,1302370102.0,2012-11-27,11,2012,COTTON,4,34.4143021,-98.2485559,990,900,PRIDDY
3503321121.0,BRAHMAN OPERATING LLC,22248,2D,MARY PATTERSON,44,1302370105.0,2012-11-27,11,2012,COTTON,4,34.4160309,-98.2507404,990,900,PRIDDY
3503521361.0,ZEIDERS BROS OIL & GAS CO LLC,22680,2D,TAYLOR,1-9,452962.0,2001-06-08,6,2001,CRAIG,9,36.9174368,-95.3876431,500,"3,000",ARBUCKLE
3503521393.0,RIVER ROCK OPERATING LLC,23862,2D,CASH,1-28,458442.0,2001-11-26,11,2001,CRAIG,28,36.9607654,-95.353971,200,"10,000",ARBUCKLE DOLOMITE
3503521495.0,SEMINOLE OIL PRODUCTIONS LLC,21476,2R,MECCA-MASLEN,5,1207360004.0,2012-07-13,7,2012,CRAIG,24,36.7147502,-95.2197772,200,150,ARBUCKLE
3503521528.0,TARWATER OIL & GAS LLC,13961,2D,RON COATS,D-1,1006750125.0,2010-05-17,5,2010,CRAIG,25,36.7087883,-95.2154386,300,700,ARBUCKLE
3503700320.0,S & C RESOURCES INC,20764,2D,SHANNON,1,112487.0,1975-04-30,4,1975,CREEK,20,35.7679716,-96.4873334,300,150,TONKAWA
3503700377.0,KRUMME OIL COMPANY LLP,1235,2D,"WHITMORE, J.W.",2,48548.0,1962-04-17,4,1962,CREEK,21,35.7559343,-96.5709473,150,100,LAYTON
3503700399.0,TOPSAIL SECONDARY RECOVERY LLC,21067,2R,WILEY,3,1403920003.0,2014-06-16,6,2014,CREEK,34,35.6418704,-96.455339,300,200,PRUE
3503700446.0,ROVER OPERATING LLC,23934,2R,SPSU TR 13,1,1207540014.0,2012-08-01,8,2012,CREEK,8,35.7061144,-96.5943306,"1,430",700,PRUE
3503700940.0,BAILEY RICHARD LEON,15298,2R,WEST ARNO UNIT,7-7,86505.0,1971-09-07,9,1971,CREEK,35,35.6416072,-96.544192,"1,000",450,"PRUE, RED FORK"
3503700952.0,SHELTON ALEC & GLENDA,20459,2D,PAGE,2,290150.0,1985-12-13,12,1985,CREEK,28,36.0128617,-96.1397548,500,"1,000",BARTLESVILLE
3503700971.0,EDGE OIL COMPANY INC,21963,2R,OKEMAH,3,344389.0,1990-01-23,1,1990,CREEK,16,36.0438269,-96.4666017,"1,000",150,RED FORK
3503700975.0,LITTLE RIVER ENERGY COMPANY,10148,2D,FULKERSON,1,378875.0,1993-12-22,12,1993,CREEK,32,35.9912099,-96.5958,500,500,"PRUE, RED FORK"
3503701048.0,PETCO PETROLEUM CORP,19386,2R,HARRY ECKDAHL,2W,1508350032.0,2015-09-11,9,2015,CREEK,14,35.954549,-96.54648,800,"1,000",LAYTON
3503701072.0,WAVE ENERGY LLC,23605,2D,BURK,1,265189.0,1984-09-11,9,1984,CREEK,3,36.1490783,-96.558148,500,500,BRUNER
3503701129.0,CIRCLE 9 RESOURCES LLC,23209,2D,MOLLY JONES,15,58501.0,1965-05-04,5,1965,CREEK,5,36.0663909,-96.5904905,300,500,BARTLESVILLE
3503701273.0,HOLLOWAY DAVID A,10368,2R,EKDU,3-I,326980.0,1988-06-14,6,1988,CREEK,13,35.9452823,-96.2040354,"1,000","1,000",DUTCHER
3503701281.0,ALTMAN ENERGY INC,11199,2D,MICKEY,1,92117.0,1972-07-18,7,1972,CREEK,4,35.8944601,-96.5665164,150,600,BARTLESVILLE
3503701323.0,LEG UP OPERATING COMPANY LLC,22892,2D,MCCRACKIN MANNFORD,7-3,1400340005.0,2013-09-05,9,2013,CREEK,19,36.1094724,-96.403909,500,500,RED FORK
3503701348.0,PETCO PETROLEUM CORP,19386,2R,HILL JONES SD UNIT (GLIMP #3),10,332591.0,1988-11-18,11,1988,CREEK,14,35.9492788,-96.5357365,300,500,JONES
3503701356.0,PETCO PETROLEUM CORP,19386,2R,HILL JONES SD UNIT (L.WEST #1),1,332592.0,1988-11-18,11,1988,CREEK,14,35.9474611,-96.5379677,300,500,JONES
3503701359.0,PETCO PETROLEUM CORP,19386,2R,HILL JONES SD UNIT (L.WEST #4),13,332589.0,1988-11-18,11,1988,CREEK,14,35.9510637,-96.5335044,300,500,JONES
3503701363.0,PETCO PETROLEUM CORP,19386,2R,HILL JONES SD UNIT (L.WEST #8),8,332590.0,1988-11-18,11,1988,CREEK,14,35.9492388,-96.5312768,300,500,JONES
3503701378.0,MID-CON ENERGY OPERATING LLC,23271,2R,ELLA JONES - SEC 3,34,1401870093.0,2014-01-09,1,2014,CREEK,3,35.9812429,-96.5569965,750,"1,000",RED FORK
3503701379.0,MID-CON ENERGY OPERATING LLC,23271,2R,ELLA JONES - SEC 3,35,1401870092.0,2014-01-07,1,2014,CREEK,3,35.9845814,-96.5612815,750,"1,000",RED FORK
3503701380.0,MID-CON ENERGY OPERATING LLC,23271,2R,ELLA JONES - SEC 3,36,1401870094.0,2014-01-07,1,2014,CREEK,3,35.98123,-96.5612886,750,"1,000",RED FORK
3503701436.0,PETCO PETROLEUM CORP,19386,2R,CUSHING CO-OP WF A BRUNER,5,162447.0,1980-01-09,1,1980,CREEK,11,35.9622661,-96.5308904,600,400,"BRUNER, LAYTON"
3503701437.0,PETCO PETROLEUM CORP,19386,2D,BESSIE TOLAN,W-8,197565.0,1981-08-31,8,1981,CREEK,14,35.9511614,-96.5469162,650,"1,000",LAYTON
3503701440.0,PROVEN RESERVES MANAGEMENT INC,19416,2D,HARJO (POOR FARM),9,111955.0,1975-03-31,3,1975,CREEK,35,35.8165142,-96.4367772,400,"1,400",BARTLESVILLE
3503701442.0,HOLLOWAY DAVID A,10368,2R,T. SCOTT,14,66669.0,1967-08-01,8,1967,CREEK,20,35.6758989,-96.2712057,100,25,SKINNER
3503701597.0,NBI SERVICES INC,13989,2R,KANTOR,4,366371.0,1983-12-08,12,1983,CREEK,20,35.9400897,-96.5891216,"1,000","1,000",PRUE
3503701657.0,CARTLEDGE & CARTLEDGE OIL COMPANY INC,11750,2D,J. MORRRISON WSW,1,506689.0,2005-06-09,6,2005,CREEK,8,36.0561351,-96.1599336,300,500,BARTLESVILLE
3503701716.0,PETCO PETROLEUM CORP,19386,2D,MANUEL,42,64850.0,1967-01-24,1,1967,CREEK,4,36.07235,-96.5732,750,"2,000",ARBUCKLE LIME
3503701795.0,LITTLE RIVER ENERGY COMPANY,10148,2D,DIX,#9,1707830071.0,2017-07-25,7,2017,CREEK,32,35.9945278,-96.5910833,500,"4,990","CLEVELAND, PRUE, OSWEGO, SKINNER, RED FORK"
3503701799.0,LITTLE RIVER ENERGY COMPANY,10148,CDW,GEORGE JONES,8,1704160066.0,2017-03-24,3,2017,CREEK,32,35.9983768,-96.5870625,500,"2,000","OSWEGO, PRUE"
3503701808.0,YARHOLA PRODUCTION COMPANY,19289,CDW,MAGNOLIA MICKEY,14,1203170106.0,2012-04-06,4,2012,CREEK,33,36.002422,-96.5817678,0,"7,500",ARBUCKLE
3503701809.0,YARHOLA PRODUCTION COMPANY,19289,2R,MIKEY,5,382101.0,1994-04-08,4,1994,CREEK,33,36.0023675,-96.5770958,500,500,LAYTON
3503701878.0,SWAN JAMES A,22802,2D,M. LOWE,1,251084.0,1983-12-30,12,1983,CREEK,10,35.703672,-96.55758,500,"1,500",LAYTON
3503702091.0,THOMAS EXPLORATION COMPANY,8441,2D,IVA M BRUNER,3,370807.0,1992-12-29,12,1992,CREEK,15,35.6951544,-96.2407396,300,500,WILCOX
3503702249.0,ROVER OPERATING LLC,23934,2R,SPSU TR 12,1,1205930042.0,2012-06-27,6,2012,CREEK,8,35.7025009,-96.5899083,"1,420",700,PRUE
3503702254.0,ROVER OPERATING LLC,23934,2R,SPSU TR 14,1,1205280053.0,2012-05-15,5,2012,CREEK,8,35.7024895,-96.5943447,"1,426",700,PRUE
3503702256.0,ROVER OPERATING LLC,23934,2R,"SPSU (MAY, ETAL 1)",5-1,40410.0,1959-09-01,9,1959,CREEK,8,35.7088334,-96.5932029,"1,500",300,PRUE
3503702259.0,ROVER OPERATING LLC,23934,2R,SPSU (WEDDLE 1),6-1,40410.0,1959-09-01,9,1959,CREEK,8,35.7088448,-96.5887661,"1,500",300,PRUE
3503702261.0,ROVER OPERATING LLC,23934,2R,SPSU (JOHN CHARLES 3),12-3,40410.0,1959-09-01,9,1959,CREEK,8,35.699784,-96.591302,"1,500",300,PRUE
3503702266.0,ROVER OPERATING LLC,23934,2R,SPSU (WI-3),11-3,40410.0,1959-09-01,9,1959,CREEK,8,35.7006975,-96.5877578,"1,500",300,PRUE
3503702272.0,ROVER OPERATING LLC,23934,2R,SPSU,9-1,40410.0,1959-09-01,9,1959,CREEK,9,35.7034274,-96.5821375,"1,500",300,PRUE
3503702274.0,ROVER OPERATING LLC,23934,2R,SPSU (LASHLEY 1),10-1,40410.0,1959-09-01,9,1959,CREEK,9,35.6998012,-96.5821568,"1,500",300,PRUE
3503702283.0,JASPER OIL LLC,23987,2D,KEMP,3,74536.0,1969-06-11,6,1969,CREEK,3,35.723481,-96.4507122,450,200,SKINNER
3503702351.0,JASPER OIL LLC,23987,2D,KIZZIE BEAR,5,97173.0,1973-04-24,4,1973,CREEK,10,35.7073739,-96.4462318,30,200,SKINNER
3503702737.0,EAGLE RIVER ENERGY CORPORATION,20128,2D,EVANS,2,44094.0,1960-12-20,12,1960,CREEK,13,35.6874748,-96.4085108,500,"1,000",SKINNER
3503702802.0,ROVER OPERATING LLC,23934,2R,SPSU (TOM WALKER #1),46-1,40410.0,1959-09-01,9,1959,CREEK,16,35.696134,-96.5821702,"1,500",300,PRUE
3503702833.0,ROVER OPERATING LLC,23934,2R,SPSU,18-2,40410.0,1959-09-01,9,1959,CREEK,7,35.7006056,-96.6066422,"1,500",300,PRUE
3503702848.0,ROVER OPERATING LLC,23934,2R,SPSU (ROSIER 2),42-2,40410.0,1959-09-01,9,1959,CREEK,17,35.6889279,-96.5999955,"1,500",300,PRUE
3503702853.0,ROVER OPERATING LLC,23934,2R,SPSU  (MARCHANT 1),2-1,40410.0,1959-09-01,9,1959,CREEK,4,35.7123919,-96.5708949,"1,500",300,PRUE
3503702859.0,ROVER OPERATING LLC,23934,2R,SPSU (AL GRIMM3),3-3,40410.0,1959-09-01,9,1959,CREEK,4,35.712427,-96.5819467,"1,500",300,PRUE
3503702885.0,BAILEY RICHARD LEON,15298,2R,WEST ARNO UNIT  TR 8,8-1,86505.0,1971-09-07,9,1971,CREEK,34,35.6415908,-96.5486674,"1,000",500,"PRUE, RED FORK"
3503702906.0,ROVER OPERATING LLC,23934,2R,SPSU (ELLE 4),45-4,40410.0,1959-09-01,9,1959,CREEK,17,35.6925269,-96.5910863,"1,500",300,PRUE
3503702908.0,ROVER OPERATING LLC,23934,2R,SPSU (ELLE 6),45-6,40410.0,1959-09-01,9,1959,CREEK,17,35.6925073,-96.5866414,"1,500",300,PRUE
3503702911.0,ROVER OPERATING LLC,23934,2R,SPSU (MULLENS 2),44-2,40410.0,1959-09-01,9,1959,CREEK,17,35.6888694,-96.5866374,"1,500",300,PRUE
3503702913.0,ROVER OPERATING LLC,23934,2R,SPSU (ARRINGTON #1),43-1,40410.0,1959-09-01,9,1959,CREEK,17,35.6889089,-96.5956214,"1,500",300,PRUE
3503702914.0,ROVER OPERATING LLC,23934,2R,SPSU (ARRINGTON #2),43-2,1404240001.0,2013-03-15,3,2013,CREEK,17,35.685494,-96.59538,"1,425",700,PRUE
3503702915.0,ROVER OPERATING LLC,23934,2R,SPSU (CHAPLEY 6),41-6,40410.0,1959-09-01,9,1959,CREEK,17,35.6961804,-96.5999954,"1,500",300,PRUE
3503702916.0,ROVER OPERATING LLC,23934,2R,SPSU (CHAPLEY 1),41-1,40410.0,1959-09-01,9,1959,CREEK,17,35.6961738,-96.5958028,"1,500",300,PRUE
3503702918.0,ROVER OPERATING LLC,23934,2R,SPSU (CHAPLEY 2),41-2,40410.0,1959-09-01,9,1959,CREEK,17,35.6925521,-96.5955875,"1,500",300,PRUE
3503702922.0,ROVER OPERATING LLC,23934,2R,SPSU (CHAPLEY HARJO #8),41-8,40410.0,1959-09-01,9,1959,CREEK,17,35.6925657,-96.5999954,"1,500",300,PRUE
3503702931.0,OWENS JAMES W,5469,2D,SMITH,1,240825.0,1983-06-30,6,1983,CREEK,30,35.6613819,-96.5038619,150,350,WILCOX
3503703009.0,ROVER OPERATING LLC,23934,2R,SPSU (FOUSHEE 2),37-2,40410.0,1959-09-01,9,1959,CREEK,18,35.6960103,-96.6131869,"1,500",300,PRUE
3503703015.0,ROVER OPERATING LLC,23934,2R,SPSU (ADAM WILEY HEIRS #2),38-2,40410.0,1959-09-01,9,1959,CREEK,18,35.6961323,-96.6036616,"1,500",300,PRUE
3503703017.0,ROVER OPERATING LLC,23934,2R,SPSU (ADAM WILEY HEIRS #4),38-4,40410.0,1959-09-01,9,1959,CREEK,18,35.6960883,-96.6081064,"1,500",300,PRUE
3503703018.0,ROVER OPERATING LLC,23934,2R,SPSU (ESTATE LAND CO ET AL #1),36-1,40410.0,1959-09-01,9,1959,CREEK,18,35.6923671,-96.6176136,"1,500",300,PRUE
3503703019.0,ROVER OPERATING LLC,23934,2R,SPSU (EST LAND CO 1),35-1,40410.0,1959-09-01,9,1959,CREEK,18,35.6924115,-96.6131689,"1,500",300,PRUE
3503703021.0,ROVER OPERATING LLC,23934,2R,SPSU (ESTATE LAND CO #3),35-3,40410.0,1959-09-01,9,1959,CREEK,18,35.6958444,-96.617334,"1,500",300,PRUE
3503703227.0,WFD OIL CORPORATION,17501,2D,DAVIDSON SWD,3,1700800009.0,2017-03-01,3,2017,CREEK,2,35.720041,-96.31968,300,"2,000",BARTLESVILLE
3503703293.0,TOPSAIL SECONDARY RECOVERY LLC,21067,2R,CINDA JONES,10,1403920008.0,2014-05-12,5,2014,CREEK,33,35.6526618,-96.4664689,300,200,PRUE
3503703347.0,HOLLOWAY DAVID A,10368,2R,EAST KELLYVILLE DUTCHER UNIT,2-I,343593.0,1989-12-14,12,1989,CREEK,13,35.9488122,-96.2053954,"1,000","1,000",DUTCHER
3503703428.0,BEREXCO LLC,22550,2R,SAM RICHARDS -B.B. JONES,22,567215.0,2009-04-23,4,2009,CREEK,4,35.9812111,-96.5792409,0,"8,000",BARTLESVILLE
3503703469.0,VENTURA ENERGY SERVICES LLC,22691,2D,OWENS-KOCH,2,40293.0,1959-08-14,8,1959,CREEK,15,35.7795778,-96.5577247,500,"1,000",WILCOX
3503703603.0,EARNHARDT WILLIAM R COMPANY,3959,2D,OTTON UNIT (EXEMPT),2-2W,304867.0,1986-10-29,10,1986,CREEK,36,35.7332201,-96.5120641,650,150,SKINNER
3503703713.0,MID-CON ENERGY OPERATING LLC,23271,2R,ELLEN CHARLES,W-9,82261.0,1970-10-19,10,1970,CREEK,25,35.7433481,-96.5152241,300,400,WILCOX
3503704051.0,GLIMP OIL COMPANY LLC,19470,2D,"ROBERTS, LOUISA",8-A,44079.0,1960-12-13,12,1960,CREEK,17,35.7724756,-96.4817813,500,500,BARTLESVILLE
3503704059.0,NU-HOPE OIL COMPANY,7872,2D,"VASSAR, AMANDA    ""A""",4,53220.0,1963-10-31,10,1963,CREEK,17,35.7740943,-96.4843043,0,700,WILCOX
3503704103.0,MID-CON ENERGY OPERATING LLC,23271,2D,WICY WARNARKEE,D-4,388669.0,1994-12-13,12,1994,CREEK,15,35.7726401,-96.4572115,300,"1,000",DUTCHER
3503704125.0,PULLIAM RICK OIL & GAS INC,19312,2D,REPLOGLE,2,410601.0,1997-03-25,3,1997,CREEK,10,35.7870895,-96.4526563,500,"2,000",ARBUCKLE LIME
3503704335.0,ONEOK GAS STORAGE LLC,20643,2R,DEPEW STORAGE WIW,1,97169.0,1973-04-24,4,1973,CREEK,31,35.726789,-96.4949877,"1,000","2,500",DUTCHER
3503704470.0,EAGLE RIVER ENERGY CORPORATION,20128,2D,AKIN,2,230059.0,1982-12-20,12,1982,CREEK,32,35.7289429,-96.385718,100,5,CLEVELAND
3503704729.0,THOMAS EXPLORATION COMPANY,8441,2D,JOHNSON,1,555745.0,2008-06-23,6,2008,CREEK,7,35.7958344,-96.2864345,0,"1,000","MISENER, MISSISSIPPI, WILCOX"
3503704881.0,ROCKDALE RESOURCES CORPORATION,23754,2D,SUDS WATER SYSTEMS,S-4,1300560047.0,2012-08-16,8,2012,CREEK,10,35.7889877,-96.2405278,500,"5,000",ARBUCKLE
3503705207.0,INLAND OIL CORPORATION,16144,2D,JANE WACOCHE,3,231804.0,1983-01-19,1,1983,CREEK,17,35.9586709,-96.159213,300,800,"MISSISSIPPI, WILCOX"
3503705334.0,KRUMME OIL COMPANY LLP,1235,2D,ABRAHAM,1,101808.0,1973-12-14,12,1973,CREEK,32,35.7349461,-96.264396,150,100,DUTCHER
3503705572.0,SELLERS JACK B ESTATE OF,4209,2D,TARR,2,1100140075.0,2010-09-21,9,2010,CREEK,3,35.8982869,-96.5575797,0,"5,000","ARBUCKLE, PRUE, SIMPSON"
3503705590.0,BRICHACEK JERRY LEE,14037,2D,B. DERRISAW,6,33985.0,1957-01-14,1,1957,CREEK,6,35.97525,-96.61538,0,200,WHEELER
3503706579.0,WEINS HORTON L,21286,2D,ODELL-WRIGHT,1,1406000041.0,2015-03-30,3,2015,CREEK,25,35.926324,-96.19552,500,"5,000",RED FORK
3503706640.0,BRADY COMPANY LLC (THE),6613,2D,FOCHT,4,1200020143.0,2011-09-21,9,2011,CREEK,9,35.8723289,-96.5664528,0,500,LAYTON
3503706689.0,S & C RESOURCES INC,20764,2D,EUGENE FRALEY,2,55957.0,1964-08-12,8,1964,CREEK,8,35.8778486,-96.5840702,0,"1,000",LAYTON
3503706828.0,KRUMME OIL COMPANY LLP,1235,2D,IRENE ROBERTS,2,320165.0,1987-12-21,12,1987,CREEK,8,35.8745621,-96.3858483,300,500,DUTCHER
3503706829.0,KRUMME OIL COMPANY LLP,1235,2D,IRENE ROBERTS,1,144290.0,1978-08-21,8,1978,CREEK,8,35.8763752,-96.3858464,400,400,BARTLESVILLE
3503707036.0,VANORSDOL PAUL & LISA,19753,2D,BRISTOW (ADA WILIAMS W1),2-D,71788.0,1969-02-11,2,1969,CREEK,22,35.8527842,-96.3460921,400,500,DUTCHER
3503707274.0,ALTMAN ENERGY INC,11199,2D,PIERPONT,2,33757.0,1956-12-03,12,1956,CREEK,16,35.8669657,-96.4726993,0,250,MISENER
3503707351.0,KRUMME OIL COMPANY LLP,1235,2D,HAMMER,8,251080.0,1983-12-30,12,1983,CREEK,5,35.8982651,-96.4929148,300,500,WILCOX
3503707952.0,MID-CON ENERGY OPERATING LLC,23271,2R,L. MILLER,W-14,36098.0,1957-12-18,12,1957,CREEK,33,35.8144618,-96.2514392,15,120,DUTCHER
3503708004.0,KRUMME OIL COMPANY LLP,1235,2D,MINNIE DEER,3,322019.0,1988-02-16,2,1988,CREEK,32,35.8250525,-96.2667336,300,500,DUTCHER
3503708068.0,KRUMME OIL COMPANY LLP,1235,2R,R.D.S.U. - J.W. THOMPSON,6,340297.0,1989-07-21,7,1989,CREEK,28,35.8414155,-96.2487461,300,500,DUTCHER
3503708186.0,KISKA OIL COMPANY,1225,2D,DUNCAN,1,225673.0,1982-10-05,10,1982,CREEK,20,35.8432499,-96.2733126,0,80,CANNEY SHALE SAND
3503708683.0,BEREXCO LLC,22550,2R,M. WILEY,16,321831.0,1988-02-09,2,1988,CREEK,9,35.9638225,-96.5713902,300,"5,000",PRUE
3503708724.0,INTERNATIONAL ENERGY COMPANY LLC,23556,2D,SARAH DEERE,5,385520.0,1994-08-17,8,1994,CREEK,7,35.9715265,-96.6174721,0,600,BURGESS
3503708803.0,NBI SERVICES INC,13989,2D,ULLIE EAGLE,11,75893.0,1969-07-30,7,1969,CREEK,27,35.9274001,-96.5599831,"1,500","3,000",PRUE
3503708952.0,BAUGH ALLAN L,14665,2D,MABLE WILLIS,8,476014.0,2003-05-16,5,2003,CREEK,11,35.9692538,-96.5357521,0,500,BARTLESVILLE
3503708959.0,VIKE OIL INC,19369,2R,"WILSON, E.",B-10,496629.0,2004-10-22,10,2004,CREEK,11,35.9674516,-96.5446543,100,350,LAYTON
3503708993.0,BEREXCO LLC,22550,2D,RUSSELL THOMPSON,1,33611.0,1956-11-19,11,1956,CREEK,11,35.9692427,-96.5424165,0,150,BARTLESVILLE
3503709039.0,MID-CON ENERGY OPERATING LLC,23271,2R,STEWART FEE,34,326736.0,1988-06-07,6,1988,CREEK,15,35.9483145,-96.5615829,"1,000","2,500",BARTLESVILLE
3503709099.0,GLIMP OIL COMPANY LLC,19470,2D,PUCKETT-SELLERS,2,242229.0,1983-07-27,7,1983,CREEK,13,35.953775,-96.5234676,300,100,JONES
3503709121.0,INTERNATIONAL ENERGY COMPANY LLC,23556,2D,PARKS,1,411322.0,1997-04-14,4,1997,CREEK,12,35.9691594,-96.5134665,150,500,LAYTON
3503709125.0,GLIMP OIL COMPANY LLC,19470,2D,TURNBOW,16,239529.0,1983-06-07,6,1983,CREEK,12,35.960132,-96.5245799,400,500,JONES
3503709133.0,GLIMP OIL COMPANY LLC,19470,2D,TURNBOW,9,303025.0,1986-09-17,9,1986,CREEK,12,35.9610497,-96.5279287,600,700,LAYTON
3503709146.0,MID-CON ENERGY OPERATING LLC,23271,2R,R.S. LITCHFIELD,46,68139.0,1968-01-03,1,1968,CREEK,21,35.9382817,-96.5712555,"1,500","3,000",PRUE
3503709237.0,MID-CON ENERGY OPERATING LLC,23271,2R,SCHAFFER,9,1402020067.0,2014-03-05,3,2014,CREEK,3,35.9739379,-96.5570123,750,"1,000",RED FORK
3503709279.0,BAUGH ALLAN L,14665,2D,ESTATE LAND,4,34673.0,1957-04-29,4,1957,CREEK,2,35.9782832,-96.5370292,500,500,TYNER
3503709350.0,VIKE OIL INC,19369,2D,INGALLS,3,57930.0,1965-03-17,3,1965,CREEK,24,35.9310584,-96.5156225,50,150,PRUE
3503709481.0,MID-CON ENERGY OPERATING LLC,23271,2R,B.B. JONES,23,28978.0,1954-08-02,8,1954,CREEK,4,35.9847481,-96.57486,0,"1,556",BARTLESVILLE
3503709487.0,PETCO PETROLEUM CORP,19386,2R,JENNETTA RICHARD,19,81887.0,1970-09-18,9,1970,CREEK,4,35.9865885,-96.5724867,500,"3,000",BARTLESVILLE
3503709775.0,BARNES DARRELL,8153,2D,CROSBIE-LACEY,1,112611.0,1975-05-06,5,1975,CREEK,33,35.9017567,-96.5809503,300,30,RED FORK
3503709843.0,MID-CON ENERGY OPERATING LLC,23271,2D,FEE #209,W-1,140096.0,1978-04-17,4,1978,CREEK,24,35.931032,-96.5267951,200,"1,000","1ST WILCOX, MISENER "
3503709911.0,POLE CAT OIL COMPANY,22430,2R,T. STANWAITIE,71,386549.0,1962-09-18,9,1962,CREEK,5,35.9790161,-96.0491272,400,500,GLENN
3503709914.0,UNITED ENERGY & EXPLORATION LLC,23479,2R,BISHOP,A1,356663.0,1991-05-06,5,1991,CREEK,34,35.9091679,-96.4483532,500,350,PRUE
3503709923.0,WELCH ENERGY LLC,20096,2D,RECTOR,4,511698.0,2005-09-23,9,2005,CREEK,24,36.1182438,-96.5178334,300,"1,500",BARTLESVILLE
3503709990.0,BEREXCO LLC,22550,2R,S LONG,2,1502950045.0,2014-12-01,12,2014,CREEK,9,36.0533147,-96.5754116,"1,000","8,000",ARBUCKLE
3503710154.0,CARTLEDGE & CARTLEDGE OIL COMPANY INC,11750,2D,CRABTREE,8,272360.0,1985-01-29,1,1985,CREEK,14,35.9566497,-96.1085123,100,150,PERRYMAN
3503710420.0,WHITEHEAD PRODUCTION CO INC,17677,2D,WILLIAMS,9,397841.0,1995-12-08,12,1995,CREEK,27,36.0148163,-96.44645,400,800,LAYTON
3503710501.0,TIDEWATER OPERATING CO INC,19333,2D,YARNER BEAR,6,508278.0,2005-07-12,7,2005,CREEK,35,35.9889835,-96.4266761,0,50,RED FORK
3503710603.0,WARNER PRODUCTION LLC,21281,2D,WARNER,B-1,244110.0,1983-08-29,8,1983,CREEK,17,36.0440003,-96.3634436,250,100,CLEVELAND
3503710625.0,THOMAS LORATION COMPANY,8441,2D,SURBER,2,1707600009.0,2017-06-26,6,2017,CREEK,17,36.04424,-96.38168,0,250,PRUE
