,event_id,date,year,month,latitude,longitude,depth,mag_type,magnitude,state,time,potential_blast,bix_potential_blasts
244,4217775,2012-09-24,2012,9,37.459,-82.2314,1600,ML,2.2,West Virginia,21:18:23,1,1
245,4223528,2013-01-22,2013,1,37.9665,-81.3348,1800,ML,2.3,West Virginia,14:08:20,1,1
246,4372033,2013-08-16,2013,8,37.4432,-81.5171,1600,ML,2.0,West Virginia,19:24:32,1,1
247,4766657,2014-03-04,2014,3,38.0444,-81.5405,1800,ML,2.2,West Virginia,21:25:32,1,1
248,4371971,2013-08-13,2013,8,37.8015,-82.169,2300,ML,2.1,West Virginia,21:50:57,1,1
249,5006208,2014-08-19,2014,8,41.4611,-77.3782,8700,ML,2.6,Pennsylvania,18:48:07,1,1
250,4813013,2014-04-14,2014,4,41.4685,-77.365,7100,ML,2.2,Pennsylvania,18:54:51,1,1
251,4813056,2014-04-21,2014,4,38.0514,-81.524,3200,ML,2.3,West Virginia,20:11:10,1,1
252,4813068,2014-04-23,2014,4,44.3247,-73.6186,21400,ML,1.9,New York,18:48:45,1,1
253,4219251,2012-10-30,2012,10,37.4835,-82.1554,25700,ML,2.3,West Virginia,22:06:22,1,1
254,4223554,2013-01-23,2013,1,37.8608,-81.7804,11100,ML,2.5,West Virginia,21:02:06,1,1
255,usp00066h6,1994-01-16,1994,1,40.33,-76.037,5000,mb,4.6,Pennsylvania,01:49:16.210000,0,0
256,usp00066hb,1994-01-16,1994,1,40.321,-76.007,5000,mblg,2.9,Pennsylvania,05:14:32.300000,0,0
257,usp00066s2,1994-01-18,1994,1,40.195,-76.226,5000,mblg,2.6,Pennsylvania,01:43:31.810000,0,0
258,usp0006c78,1994-05-07,1994,5,40.312,-76.039,5000,mblg,2.5,Pennsylvania,05:31:35.970000,0,0
259,usp0006crb,1994-05-18,1994,5,40.0,-76.2,5000,md,2.4,Pennsylvania,05:18:55,0,0
260,4370051,2013-06-29,2013,6,37.7342,-82.0472,12200,ML,2.7,West Virginia,15:39:19,1,1
261,4310565,2013-02-23,2013,2,37.7466,-81.9334,12700,ML,2.6,West Virginia,19:16:25,1,1
262,4310566,2013-02-23,2013,2,37.8866,-81.3493,14900,ML,2.5,West Virginia,19:54:27,1,1
263,4225399,2013-03-09,2013,3,38.1144,-81.4019,3600,ML,2.3,West Virginia,18:44:33,1,1
264,4225406,2013-03-09,2013,3,37.8096,-81.7568,5000,ML,2.1,West Virginia,21:01:39,1,1
265,4225508,2013-03-16,2013,3,38.0416,-81.478,14400,ML,2.5,West Virginia,13:56:31,1,1
266,4223602,2013-01-25,2013,1,38.2585,-81.5994,14200,ML,2.7,West Virginia,22:04:56,1,1
267,4223630,2013-01-28,2013,1,38.3284,-81.0798,7600,ML,2.2,West Virginia,21:40:14,1,1
268,4369858,2013-06-12,2013,6,38.1987,-81.7544,3500,ML,2.3,West Virginia,16:46:29,1,1
269,4369291,2013-05-14,2013,5,38.0558,-81.6894,3000,ML,2.4,West Virginia,20:05:39,1,1
270,4369307,2013-05-15,2013,5,38.0622,-81.4464,8500,ML,2.9,West Virginia,16:46:49,1,1
271,4369313,2013-05-15,2013,5,37.4934,-82.4599,2600,ML,2.5,West Virginia,20:39:50,1,1
272,4369336,2013-05-16,2013,5,37.9447,-81.4923,5400,ML,2.4,West Virginia,21:36:34,1,1
273,4369361,2013-05-17,2013,5,38.0618,-81.3514,6300,ML,2.6,West Virginia,20:45:05,1,1
274,4371933,2013-08-10,2013,8,38.042,-81.4796,8700,ML,2.2,West Virginia,17:49:19,1,1
275,4372054,2013-08-17,2013,8,38.0051,-81.2542,13800,ML,2.4,West Virginia,17:32:43,1,1
276,4311114,2013-04-29,2013,4,38.0391,-81.7011,8700,ML,2.4,West Virginia,14:31:45,1,1
277,4311127,2013-04-29,2013,4,37.9737,-81.444,11500,ML,2.5,West Virginia,19:55:33,1,1
278,4488753,2013-10-31,2013,10,43.3124,-73.6199,12100,ML,1.7,New York,15:50:03,1,1
279,4766624,2014-03-01,2014,3,37.4266,-82.4476,3700,ML,1.8,West Virginia,17:22:37,1,1
280,4488758,2013-10-31,2013,10,38.069,-81.6888,3600,ML,2.2,West Virginia,18:42:40,1,1
281,4487855,2013-11-01,2013,11,39.2891,-77.7965,14900,ML,2.1,Virginia,14:24:57,1,1
282,4487909,2013-11-04,2013,11,38.0444,-81.353,8900,ML,2.6,West Virginia,21:04:31,1,1
283,4488015,2013-11-12,2013,11,42.9982,-76.3634,7700,ML,2.4,New York,16:20:55,1,1
284,4488045,2013-11-14,2013,11,44.2941,-73.6236,14000,ML,1.8,New York,17:03:44,1,1
285,4488072,2013-11-15,2013,11,37.9361,-81.5524,5000,ML,2.5,West Virginia,22:00:39,1,1
286,4812972,2014-04-09,2014,4,44.3436,-74.1187,8600,ML,1.8,New York,17:40:04,1,1
287,4766626,2014-03-01,2014,3,38.2085,-81.7606,1900,ML,2.0,West Virginia,18:21:08,1,1
288,4808397,2014-05-03,2014,5,37.5068,-82.1149,7100,ML,2.2,West Virginia,17:50:47,1,1
289,4374212,2013-09-14,2013,9,37.4494,-82.0935,4100,ML,2.2,West Virginia,17:40:21,1,1
290,4815584,2014-06-07,2014,6,37.2501,-81.4857,6400,ML,2.8,West Virginia,20:36:11,1,1
291,4813021,2014-04-15,2014,4,38.1118,-80.467,9100,ML,2.4,West Virginia,19:55:41,1,1
292,4813028,2014-04-16,2014,4,39.889,-77.5182,6000,ML,2.2,Virginia,17:50:25,1,1
293,4808376,2014-05-02,2014,5,43.0003,-76.3457,14900,ML,2.2,New York,15:45:12,1,1
294,4808380,2014-05-02,2014,5,37.9772,-81.4516,11900,ML,2.4,West Virginia,17:21:11,1,1
295,4212980,2012-07-21,2012,7,37.9031,-81.5188,3100,ML,2.6,West Virginia,18:42:08,1,1
296,4369378,2013-05-18,2013,5,37.8195,-82.157,400,ML,1.9,West Virginia,16:52:04,1,1
297,5110442,2014-11-22,2014,11,39.5945,-81.4009,6400,ML,2.4,Ohio,17:30:14,0,1
298,4225515,2013-03-16,2013,3,38.4861,-80.5417,14900,ML,2.5,West Virginia,18:17:33,1,1
299,4311011,2013-04-20,2013,4,37.7292,-82.0493,5000,ML,2.3,West Virginia,11:57:37,1,1
300,4311100,2013-04-27,2013,4,37.5653,-82.3819,8400,ML,2.4,West Virginia,14:12:05,1,1
301,4225567,2013-03-20,2013,3,37.824,-81.4974,13800,ML,2.7,West Virginia,20:18:59,1,1
302,4488391,2013-10-04,2013,10,38.1102,-81.3622,9500,ML,2.1,West Virginia,20:38:16,1,1
303,4808583,2014-05-23,2014,5,43.5329,-75.307,12900,ML,1.8,New York,18:02:30,1,1
304,4372113,2013-08-20,2013,8,37.8479,-81.7709,6900,ML,2.1,West Virginia,22:20:01,1,1
305,4374074,2013-09-06,2013,9,38.0676,-81.715,1000,ML,2.3,West Virginia,21:09:56,1,1
306,5005312,2014-09-11,2014,9,38.1812,-81.8342,1400,ML,1.9,West Virginia,22:38:46,1,1
307,4374116,2013-09-09,2013,9,37.904,-81.2658,8900,ML,2.5,West Virginia,21:32:11,1,1
308,4599455,2013-12-10,2013,12,38.0845,-81.6908,2100,ML,2.2,West Virginia,19:32:40,1,1
309,4599469,2013-12-12,2013,12,38.0251,-81.6578,11500,ML,2.3,West Virginia,15:20:32,1,1
310,4372061,2013-08-17,2013,8,37.7645,-81.9778,8900,ML,2.1,West Virginia,22:42:06,1,1
311,4094911,2012-06-23,2012,6,37.6749,-82.5481,10800,ML,2.5,West Virginia,12:25:49,1,1
312,4599470,2013-12-12,2013,12,38.0886,-81.6829,7200,ML,2.4,West Virginia,18:04:22,1,1
313,ld60036003,2014-06-03,2014,6,45.0135,-74.1998333,8730,ml,1.44,Quebec,08:29:12.280000,0,0
314,5111683,2015-01-13,2015,1,37.8041,-82.1037,200,ML,2.4,West Virginia,21:15:50,1,1
315,4310550,2013-02-21,2013,2,37.8925,-81.7615,700,ML,2.5,West Virginia,23:12:44,1,1
316,4599524,2013-12-18,2013,12,38.0732,-81.672,12900,ML,2.2,West Virginia,15:36:51,1,1
317,4599538,2013-12-19,2013,12,42.5038,-73.8739,11100,ML,2.2,New York,21:22:41,1,1
318,4310559,2013-02-22,2013,2,37.8681,-81.7739,100,ML,2.6,West Virginia,21:43:20,1,1
319,4225377,2013-03-07,2013,3,37.7652,-82.0516,400,ML,2.7,West Virginia,22:00:12,1,1
320,4310609,2013-02-27,2013,2,37.9291,-81.6053,500,ML,2.5,West Virginia,20:23:48,1,1
321,4221054,2012-12-19,2012,12,37.9723,-81.3528,1300,ML,3.0,West Virginia,21:32:05,0,1
322,4225431,2013-03-11,2013,3,37.8882,-81.7575,200,ML,2.6,West Virginia,21:09:26,1,1
323,4225538,2013-03-18,2013,3,37.7547,-82.0481,400,ML,2.5,West Virginia,21:12:22,1,1
324,4599549,2013-12-20,2013,12,38.072,-81.3753,8500,ML,2.4,West Virginia,21:36:42,1,1
325,4217652,2012-09-10,2012,9,38.0683,-81.6708,2300,ML,2.5,West Virginia,20:14:26,1,1
326,4369911,2013-06-18,2013,6,37.2786,-81.7582,700,ML,2.5,West Virginia,16:53:13,1,1
327,4767015,2014-03-28,2014,3,37.8313,-82.1416,1700,ML,2.6,West Virginia,20:05:59,1,1
328,5115020,2015-03-25,2015,3,37.9984,-81.3935,100,ML,1.8,West Virginia,20:01:32,1,1
329,5153967,2015-05-22,2015,5,41.463,-77.3571,300,ML,2.4,Pennsylvania,17:16:24,1,1
330,4820691,2014-07-16,2014,7,38.2137,-81.8148,1400,ML,2.3,West Virginia,20:59:24,1,1
331,4820784,2014-07-25,2014,7,43.0171,-76.3632,1400,ML,2.1,New York,16:29:12,1,1
332,4374405,2013-09-25,2013,9,41.4574,-77.3898,500,ML,2.9,Pennsylvania,20:59:45,0,1
333,4374420,2013-09-26,2013,9,40.9683,-74.5673,400,ML,2.0,New Jersey,17:31:04,0,1
334,4815657,2014-06-16,2014,6,37.7504,-81.9816,700,ML,2.3,West Virginia,21:13:00,1,1
335,4310476,2013-02-15,2013,2,37.8738,-81.6288,2000,ML,2.3,West Virginia,20:09:45,1,1
336,4310562,2013-02-22,2013,2,37.7547,-82.0108,1400,ML,2.7,West Virginia,22:13:10,1,1
337,4369781,2013-06-05,2013,6,37.5163,-82.0801,1300,ML,2.2,West Virginia,20:36:11,1,1
338,4371761,2013-08-01,2013,8,37.3548,-81.4058,1300,ML,2.6,West Virginia,19:57:57,1,1
339,4371906,2013-08-08,2013,8,37.7369,-82.0957,1400,ML,2.5,West Virginia,20:53:45,1,1
340,4310444,2013-02-13,2013,2,38.1099,-81.9724,11200,ML,2.5,West Virginia,20:18:41,0,1
341,4310453,2013-02-14,2013,2,38.0617,-81.642,11200,ML,2.7,West Virginia,15:43:58,0,1
342,5005240,2014-09-05,2014,9,43.3052,-73.6033,14600,ML,1.7,New York,15:29:50,1,1
343,5005265,2014-09-08,2014,9,43.0058,-76.3731,13900,ML,1.6,New York,15:47:18,1,1
344,4638460,2014-01-21,2014,1,37.4554,-82.1201,900,ML,2.1,West Virginia,22:09:38,1,1
345,4766652,2014-03-04,2014,3,40.8136,-78.4597,900,ML,2.2,Pennsylvania,19:27:26,1,1
346,4488018,2013-11-12,2013,11,41.4701,-77.3819,400,ML,2.8,Pennsylvania,19:37:16,1,1
347,5111698,2015-01-15,2015,1,38.0946,-81.3493,7500,ML,2.5,West Virginia,20:44:55,1,1
348,5111714,2015-01-19,2015,1,41.0013,-75.9051,4800,ML,2.2,Pennsylvania,17:32:29,1,1
349,4310381,2013-02-07,2013,2,37.7578,-82.2463,3300,ML,2.3,West Virginia,22:14:29,1,1
350,4310378,2013-02-07,2013,2,37.791,-82.0413,3600,ML,2.4,West Virginia,21:44:25,1,1
351,5111712,2015-01-17,2015,1,38.129,-80.4611,4100,ML,2.5,West Virginia,20:58:19,1,1
352,4310400,2013-02-09,2013,2,38.0882,-81.3798,9500,ML,2.4,West Virginia,18:49:03,1,1
353,5110414,2014-11-19,2014,11,38.0733,-81.6806,1200,ML,2.0,West Virginia,20:48:09,1,1
354,4310393,2013-02-08,2013,2,38.0702,-81.647,8600,ML,2.7,West Virginia,21:26:51,1,1
355,4213014,2012-07-25,2012,7,38.0909,-81.6788,600,ML,2.9,West Virginia,20:22:37,1,1
356,4213038,2012-07-27,2012,7,37.742,-82.0255,200,ML,2.6,West Virginia,20:48:31,1,1
357,4213775,2012-08-08,2012,8,37.729,-82.299,800,ML,2.7,West Virginia,15:50:29,1,1
358,4214020,2012-08-27,2012,8,37.8661,-81.7613,100,ML,2.8,West Virginia,20:12:26,1,1
359,4310396,2013-02-08,2013,2,39.2071,-79.4208,15800,ML,2.7,West Virginia,23:35:13,1,1
360,usp00017zn,1980-06-06,1980,6,43.561,-75.231,1000,lg,3.5,New York,13:15:52,0,0
361,4217809,2012-09-27,2012,9,38.0889,-81.6664,900,ML,2.5,West Virginia,18:58:28,1,1
362,usp0001ap5,1980-11-05,1980,11,38.176,-79.901,4000,,2.8,Virginia,21:48:14.700000,0,0
363,4374428,2013-09-27,2013,9,40.4762,-78.5399,700,ML,2.0,Pennsylvania,13:38:44,0,1
364,4094636,2012-06-04,2012,6,37.791,-82.2837,100,ML,3.0,West Virginia,20:05:54,0,1
365,4225274,2013-03-01,2013,3,38.0526,-81.6522,11600,ML,2.5,West Virginia,20:39:41,1,1
366,4767699,2014-02-03,2014,2,40.8938,-78.2597,4500,ML,2.0,Pennsylvania,20:24:42,1,1
367,4638533,2014-01-28,2014,1,38.0873,-81.6765,4100,ML,2.1,West Virginia,16:09:59,1,1
368,4218994,2012-10-05,2012,10,38.0163,-81.6948,500,ML,2.9,West Virginia,18:35:14,1,1
369,4767771,2014-02-12,2014,2,42.514,-73.8466,14000,ML,2.3,New York,21:22:39,1,1
370,usp0001eh8,1981-07-04,1981,7,45.108,-74.608,16000,mblg,3.5,Quebec,23:16:33,0,0
371,usp000gjf0,2008-10-05,2008,10,40.054,-76.967,2000,md,2.0,Pennsylvania,22:36:48.140000,0,0
372,usp0001ejz,1981-07-07,1981,7,45.108,-74.61,16000,mblg,2.9,Quebec,23:59:59.750000,0,0
373,usp0001kpb,1982-04-12,1982,4,40.024,-74.813,5000,mblg,2.8,New Jersey,22:14:31.050000,0,0
374,usp0001pbm,1982-08-31,1982,8,43.209,-74.2,4200,md,2.7,New York,10:16:58.180000,0,0
375,usp0001tbn,1983-02-26,1983,2,41.554,-73.658,7000,md,3.0,New York,19:59:35.450000,0,0
376,usp0001xr6,1983-08-17,1983,8,38.472,-82.772,11900,mblg,3.5,Kentucky,14:03:15.020000,0,0
377,usp0001yuw,1983-10-07,1983,10,43.952,-74.258,8000,mblg,3.5,New York,10:39:38.550000,0,0
378,usp0001yux,1983-10-07,1983,10,43.952,-74.258,8000,mblg,2.9,New York,10:59:03.850000,0,0
379,usp0001yxk,1983-10-12,1983,10,43.952,-74.258,7900,mblg,2.8,New York,02:17:06.310000,0,0
380,usp00020en,1983-12-12,1983,12,39.832,-75.66,5000,mblg,2.0,Pennsylvania,05:15:09.500000,0,0
381,usp00020pq,1983-12-21,1983,12,45.22,-73.98,11000,mblg,3.1,Quebec,15:04:44,0,0
382,usp00021d2,1984-01-19,1984,1,39.795,-75.524,5000,md,2.4,Delaware,23:03:34.060000,0,0
383,usp00023nz,1984-04-19,1984,4,39.923,-76.316,5000,mblg,3.0,Pennsylvania,04:54:58.380000,0,0
384,usp00023tg,1984-04-23,1984,4,39.921,-76.355,5000,mb,4.2,Pennsylvania,01:36:00.170000,0,0
385,usp00026jj,1984-08-20,1984,8,44.91,-73.48,12000,mblg,3.2,New York,10:58:16.680000,0,0
386,usp00028dt,1984-10-23,1984,10,43.592,-73.937,1000,md,3.4,New York,06:26:21.530000,0,0
387,4638535,2014-01-28,2014,1,38.1025,-80.4351,11800,ML,2.2,West Virginia,20:55:44,1,1
388,4813090,2014-04-25,2014,4,38.0889,-81.3656,11400,ML,1.8,West Virginia,19:42:10,1,1
389,4813114,2014-04-30,2014,4,43.7601,-74.1234,11900,ML,2.2,New York,19:19:11,1,1
390,5006090,2014-08-04,2014,8,43.7505,-74.113,15800,ML,1.9,New York,18:41:34,1,1
391,5006100,2014-08-06,2014,8,39.7583,-79.7784,2200,ML,2.0,West Virginia,16:00:35,1,1
392,5007456,2014-10-02,2014,10,37.7467,-82.031,8500,ML,2.4,West Virginia,20:50:51,1,1
393,4638527,2014-01-27,2014,1,37.7632,-82.1792,3300,ML,2.4,West Virginia,21:03:51,1,1
394,4638452,2014-01-21,2014,1,38.0608,-81.6582,8800,ML,2.7,West Virginia,19:17:40,1,1
395,4766677,2014-03-05,2014,3,38.011,-80.5202,4200,ML,2.4,West Virginia,21:42:09,1,1
396,4766764,2014-03-11,2014,3,40.2143,-80.984,12900,ML,2.4,Pennsylvania,20:46:52,1,1
397,4766773,2014-03-12,2014,3,42.5064,-73.8551,18200,ML,2.3,New York,17:06:49,1,1
398,4766832,2014-03-17,2014,3,38.0373,-81.4486,13700,ML,2.4,West Virginia,14:12:17,1,1
399,4487908,2013-11-04,2013,11,43.7536,-74.1217,8600,ML,2.3,New York,20:15:43,1,1
400,4812969,2014-04-08,2014,4,37.8242,-82.1916,7500,ML,2.4,West Virginia,20:46:30,1,1
401,4767891,2014-02-28,2014,2,39.7366,-79.8154,9300,ML,1.6,West Virginia,17:23:09,1,1
402,4808552,2014-05-20,2014,5,37.9926,-81.469,13200,ML,2.4,West Virginia,20:06:45,1,1
403,4815544,2014-06-03,2014,6,42.9979,-76.0434,16300,ML,2.0,New York,16:41:46,1,1
404,4815560,2014-06-05,2014,6,42.9909,-76.3421,7600,ML,2.3,New York,15:33:01,1,1
405,4815564,2014-06-05,2014,6,39.7515,-76.1512,6300,ML,1.4,Maryland,20:30:50,1,1
406,4815609,2014-06-10,2014,6,41.4706,-77.3571,13400,ML,2.5,Pennsylvania,17:52:16,1,1
407,4820576,2014-07-07,2014,7,39.4781,-76.6706,3900,ML,1.8,Maryland,18:58:10,1,1
408,4820577,2014-07-07,2014,7,38.0502,-81.6719,7600,ML,2.4,West Virginia,19:09:31,1,1
409,4213919,2012-08-21,2012,8,38.0069,-80.5389,200,ML,3.0,West Virginia,20:35:09,0,1
410,4309549,2012-11-15,2012,11,37.7632,-82.1985,1400,ML,2.5,West Virginia,20:17:36,1,1
411,usp0002kxt,1985-10-19,1985,10,40.98,-73.83,6000,mb,3.6,New York,10:07:40.300000,0,0
412,usp0002kzz,1985-10-21,1985,10,40.99,-73.84,5000,ml,2.8,New York,10:37:15,0,0
413,usp0002m9v,1985-10-30,1985,10,42.988,-74.213,5000,mblg,2.7,New York,03:42:48.690000,0,0
414,usp0002mcq,1985-11-01,1985,11,45.29,-73.45,5000,mblg,3.3,Quebec,23:33:39,0,0
415,usp0002psa,1986-01-05,1986,1,40.989,-73.833,5200,ml,1.8,New York,03:35:56.400000,0,0
416,usp0002saf,1986-03-26,1986,3,37.245,-80.494,11800,md,2.9,West Virginia,16:36:23.900000,0,0
417,usp0002t3q,1986-04-22,1986,4,40.98,-73.834,6100,md,2.7,New York,07:28:23.760000,0,0
418,usp0002ter,1986-05-02,1986,5,39.925,-76.293,5000,md,2.5,Pennsylvania,13:53:52.620000,0,0
419,usp000bvkj,2003-04-20,2003,4,41.361,-74.37,7000,md,2.3,New York,12:24:43.790000,0,0
420,usp0002x3n,1986-08-13,1986,8,45.131,-74.246,24000,md,3.4,Quebec,04:55:18.400000,0,0
421,usp0002x3p,1986-08-13,1986,8,45.129,-74.233,17500,md,2.4,Quebec,05:06:30.950000,0,0
422,usp0002x3v,1986-08-13,1986,8,45.127,-74.244,23000,md,2.3,Quebec,10:29:24.700000,0,0
423,usp00030be,1986-11-23,1986,11,40.956,-74.82,7400,md,2.8,New Jersey,21:29:38.830000,0,0
424,4820592,2014-07-08,2014,7,38.0716,-81.6811,14500,ML,2.5,West Virginia,19:39:05,1,1
425,4815705,2014-06-20,2014,6,37.7374,-81.9582,8400,ML,2.3,West Virginia,16:57:08,1,1
426,4372494,2013-07-09,2013,7,37.5709,-82.0522,1000,ML,2.1,West Virginia,12:13:08,1,1
427,4815774,2014-06-27,2014,6,39.4705,-76.6481,5800,ML,1.6,Maryland,17:30:34,1,1
428,4310297,2013-02-01,2013,2,37.7524,-82.0065,2300,ML,2.3,West Virginia,21:47:24,1,1
429,4310324,2013-02-04,2013,2,37.8277,-81.8089,7300,ML,2.7,West Virginia,21:02:19,1,1
430,4310350,2013-02-06,2013,2,37.8227,-81.9028,7700,ML,2.4,West Virginia,16:32:15,1,1
431,4310357,2013-02-06,2013,2,38.048,-81.7097,8000,ML,2.5,West Virginia,21:00:17,1,1
432,4310358,2013-02-06,2013,2,37.5608,-82.0623,4600,ML,2.2,West Virginia,21:04:56,1,1
433,usp00038r8,1987-09-26,1987,9,44.375,-74.517,10000,mblg,3.8,New York,17:44:06.970000,0,0
434,usp0003jta,1988-08-09,1988,8,44.995,-74.955,10000,mblg,3.5,New York,13:57:26.980000,0,0
435,usp000447m,1990-01-13,1990,1,39.425,-76.881,5000,md,2.6,Maryland,20:47:55.330000,0,0
436,usp0004j8f,1990-12-17,1990,12,41.953,-80.122,5000,mblg,2.5,Pennsylvania,07:22:48.500000,0,0
437,usp0004q85,1991-04-12,1991,4,41.151,-73.653,9400,md,2.7,New York,11:12:11.620000,0,0
438,usp0004qn8,1991-04-22,1991,4,37.941,-80.207,14700,mblg,3.5,West Virginia,01:01:20.270000,0,0
439,usp0004t2k,1991-06-17,1991,6,42.63,-74.678,5000,mb,4.0,New York,08:53:16.740000,0,0
440,usp0004thc,1991-06-28,1991,6,38.276,-81.668,5000,mblg,3.2,West Virginia,18:34:51.920000,0,0
441,usp0004tt6,1991-07-05,1991,7,45.232,-73.896,18000,mblg,3.8,Quebec,01:47:36.700000,0,0
442,usp0004x5n,1991-09-28,1991,9,39.564,-76.979,5000,mblg,2.4,Maryland,11:27:34.870000,0,0
443,usp0004x6w,1991-09-29,1991,9,39.848,-75.031,5000,md,2.2,New Jersey,12:21:35,0,0
444,usp0004yhu,1991-10-28,1991,10,41.07,-73.578,10000,mblg,3.0,New York,20:58:26.100000,0,0
445,usp00051k3,1992-01-09,1992,1,40.363,-74.341,7900,md,3.1,New Jersey,08:50:45.220000,0,0
446,usp00051u7,1992-01-15,1992,1,41.239,-74.16,7000,md,2.5,New York,17:16:27.800000,0,0
447,usp0005nqk,1993-02-26,1993,2,39.876,-74.942,5000,mblg,2.5,New Jersey,21:13:33.810000,0,0
448,usp0005sk4,1993-05-11,1993,5,40.35,-76.02,5000,mblg,1.6,Pennsylvania,02:42:32.500000,0,0
449,usp0005sk5,1993-05-11,1993,5,40.35,-76.02,5000,mblg,2.2,Pennsylvania,02:43:57.400000,0,0
450,usp0005t0y,1993-05-18,1993,5,40.35,-76.02,5000,mblg,2.1,Pennsylvania,09:45:24.390000,0,0
451,4310412,2013-02-11,2013,2,37.7491,-82.0175,4200,ML,2.6,West Virginia,16:52:51,1,1
452,4225334,2013-03-05,2013,3,37.7156,-82.0717,5800,ML,2.7,West Virginia,18:11:28,1,1
453,4225357,2013-03-06,2013,3,38.3667,-81.0065,13600,ML,2.8,West Virginia,21:40:09,1,1
454,4225366,2013-03-07,2013,3,37.7301,-82.0031,3800,ML,2.7,West Virginia,17:40:53,1,1
455,4225373,2013-03-07,2013,3,37.8534,-81.549,8300,ML,2.2,West Virginia,20:57:11,1,1
456,4369063,2013-05-01,2013,5,37.5723,-82.399,7400,ML,2.4,West Virginia,16:06:04,1,1
457,4369210,2013-05-09,2013,5,37.7298,-81.8319,6100,ML,2.4,West Virginia,20:41:16,1,1
458,4369212,2013-05-09,2013,5,38.0366,-81.4833,10300,ML,2.6,West Virginia,21:18:22,1,1
459,5005259,2014-09-06,2014,9,38.0576,-81.5197,5900,ML,1.9,West Virginia,18:01:30,1,1
460,5005253,2014-09-06,2014,9,43.9393,-73.3569,7200,ML,1.9,New York,16:41:38,1,1
461,4369066,2013-05-01,2013,5,38.0432,-81.6935,7900,ML,2.7,West Virginia,19:11:50,1,1
462,4369179,2013-05-08,2013,5,38.2429,-81.5831,13700,ML,2.6,West Virginia,16:21:27,1,1
463,4369180,2013-05-08,2013,5,38.1547,-81.8065,4700,ML,2.5,West Virginia,16:54:10,1,1
464,4369205,2013-05-09,2013,5,37.8665,-81.5346,11500,ML,2.7,West Virginia,19:27:13,1,1
465,4369275,2013-05-13,2013,5,37.9669,-81.4172,5400,ML,2.4,West Virginia,20:04:52,1,1
466,4369482,2013-05-23,2013,5,37.8483,-81.5198,11900,ML,2.6,West Virginia,20:30:58,1,1
467,4369566,2013-05-28,2013,5,37.894,-81.3065,7800,ML,2.3,West Virginia,11:00:51,1,1
468,4369578,2013-05-28,2013,5,38.2572,-81.6162,3100,ML,2.7,West Virginia,21:30:37,1,1
469,4369846,2013-06-11,2013,6,37.6079,-82.3821,5500,ML,1.9,West Virginia,15:04:31,1,1
470,4371872,2013-08-07,2013,8,38.0703,-81.4616,4200,ML,2.4,West Virginia,16:27:33,1,1
471,4371922,2013-08-09,2013,8,37.8965,-81.5819,3500,ML,2.0,West Virginia,21:01:58,1,1
472,usp0005xq1,1993-07-30,1993,7,45.26,-74.12,8000,mblg,3.9,Quebec,22:30:54,0,0
473,usp00063sg,1993-11-16,1993,11,45.182,-73.495,17100,mb,3.8,Quebec,09:31:44.200000,0,0
474,usp00066h5,1994-01-16,1994,1,40.327,-76.007,5000,mb,4.2,Pennsylvania,00:42:43.200000,0,0
475,usp0006r0z,1995-01-08,1995,1,40.3,-76.0,5000,mblg,2.5,Pennsylvania,05:08:02.900000,0,0
476,usp0006rqp,1995-01-22,1995,1,37.05,-80.789,9300,mblg,2.9,West Virginia,08:24:48.700000,0,0
477,usp0006tqg,1995-03-02,1995,3,44.233,-74.426,4200,md,3.0,New York,05:33:51.420000,0,0
478,usp0006y0t,1995-05-25,1995,5,42.995,-78.831,5000,mblg,3.0,New York,14:22:32.690000,0,0
479,4371953,2013-08-12,2013,8,38.0444,-81.3484,8500,ML,2.8,West Virginia,20:03:45,1,1
480,4372160,2013-08-23,2013,8,40.3025,-80.9527,26000,ML,2.2,Pennsylvania,18:17:33,1,1
481,4372221,2013-08-27,2013,8,41.4832,-77.3316,14900,ML,2.7,Pennsylvania,19:10:25,1,1
482,4372233,2013-08-28,2013,8,43.5902,-75.3455,14100,ML,1.9,New York,15:55:38,1,1
483,4372252,2013-08-29,2013,8,37.7571,-81.9358,13400,ML,2.4,West Virginia,19:08:28,1,1
484,4374022,2013-09-04,2013,9,37.7917,-82.1717,5100,ML,2.2,West Virginia,17:10:44,1,1
485,4374242,2013-09-17,2013,9,37.9766,-81.347,9900,ML,2.1,West Virginia,20:12:43,1,1
486,4488366,2013-10-02,2013,10,37.599,-82.4297,4600,ML,2.1,West Virginia,16:19:45,1,1
487,5111649,2015-01-08,2015,1,38.0978,-81.4197,600,ML,2.5,West Virginia,20:27:54,1,1
488,4488474,2013-10-10,2013,10,40.7184,-76.1652,7700,ML,2.1,Pennsylvania,13:33:25,1,1
489,4488638,2013-10-21,2013,10,42.5218,-73.8559,10600,ML,2.3,New York,18:52:46,1,1
490,4488684,2013-10-25,2013,10,37.9091,-81.3354,14400,ML,2.5,West Virginia,19:16:33,1,1
491,4488713,2013-10-28,2013,10,39.7006,-79.956,11400,ML,2.0,West Virginia,16:38:43,1,1
492,4488735,2013-10-29,2013,10,42.5206,-73.8558,6300,ML,2.4,New York,21:20:19,1,1
493,5110228,2014-11-01,2014,11,38.126,-82.0104,2300,ML,2.0,West Virginia,20:13:24,0,1
494,4488740,2013-10-30,2013,10,43.4856,-73.4366,14900,ML,1.5,New York,19:13:12,1,1
